Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Class Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Class Revenue
Domestic,3/30/23,86,238647,ELP,Chicago International Airport,2470,ORD,982,487,8:25 AM,176,0,true,1235,-1,10:21 AM,3/30/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,149,647,8,El Paso International Airport,55,Chicago,1711,0,5,0,0,4910,0
Domestic,3/30/23,86,230648,ELP,Chicago International Airport,2470,ORD,1191,210,12:10 PM,176,0,true,1235,-1,2:06 PM,3/30/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,133,648,10,El Paso International Airport,37,Chicago,2630,0,3,9,0,3573,1890
Domestic,3/30/23,79,231649,ATL,El Paso International Airport,2560,ELP,1147,377,5:30 AM,181,0,false,1280,2,10:31 AM,3/30/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,135,649,2,Hartsfield-Jackson Atlanta International Airport,54,El Paso,1397,6,3,17,8382,3441,6409
Domestic,3/30/23,98,232650,ATL,El Paso International Airport,2560,ELP,880,453,8:25 AM,181,0,false,1280,2,1:26 PM,3/30/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,165,650,4,Hartsfield-Jackson Atlanta International Airport,63,El Paso,1382,7,1,0,9674,880,0
Domestic,3/30/23,87,233651,ATL,El Paso International Airport,2560,ELP,806,505,12:10 PM,181,0,false,1280,2,5:11 PM,3/30/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,163,651,13,Hartsfield-Jackson Atlanta International Airport,63,El Paso,2040,0,0,12,0,0,6060
Domestic,3/30/23,94,234652,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1083,477,5:30 AM,181,0,true,1280,-2,6:31 AM,3/30/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,145,652,7,El Paso International Airport,44,Atlanta,3011,2,4,1,6022,4332,477
Domestic,3/30/23,79,235653,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,937,385,8:25 AM,181,0,true,1280,-2,9:26 AM,3/30/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,129,653,11,El Paso International Airport,39,Atlanta,2786,0,22,14,0,20614,5390
Domestic,3/30/23,82,236654,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,988,362,12:10 PM,181,0,true,1280,-2,1:11 PM,3/30/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,128,654,15,El Paso International Airport,31,Atlanta,1424,0,11,17,0,10868,6154
Domestic,3/30/23,85,237655,JFK,El Paso International Airport,3806,ELP,813,376,5:30 AM,256,0,false,1903,2,11:46 AM,3/30/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,139,655,10,John F. Kennedy International Airport,44,El Paso,2083,0,4,8,0,3252,3008
Domestic,3/30/23,70,238656,JFK,El Paso International Airport,3806,ELP,898,411,8:25 AM,256,0,false,1903,2,2:41 PM,3/30/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,132,656,11,John F. Kennedy International Airport,51,El Paso,3412,0,6,17,0,5388,6987
Domestic,3/30/23,80,230657,JFK,El Paso International Airport,3806,ELP,959,454,12:10 PM,256,0,false,1903,2,6:26 PM,3/30/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,129,657,10,John F. Kennedy International Airport,39,El Paso,2484,0,3,24,0,2877,10896
Domestic,3/30/23,100,231658,ELP,John F. Kennedy International Airport,3806,JFK,1127,521,5:30 AM,256,0,true,1903,-2,7:46 AM,3/30/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,151,658,11,El Paso International Airport,40,New York,1450,1,8,4,1450,9016,2084
Domestic,3/30/23,72,232659,ELP,John F. Kennedy International Airport,3806,JFK,748,150,8:25 AM,256,0,true,1903,-2,10:41 AM,3/30/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,136,659,15,El Paso International Airport,49,New York,3282,0,0,22,0,0,3300
Domestic,3/30/23,68,233660,ELP,John F. Kennedy International Airport,3806,JFK,709,248,12:10 PM,256,0,true,1903,-2,2:26 PM,3/30/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,126,660,13,El Paso International Airport,45,New York,2861,0,6,17,0,4254,4216
Domestic,3/30/23,82,234661,BOS,El Paso International Airport,4128,ELP,1011,508,5:30 AM,275,0,false,2064,2,12:05 PM,3/30/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,143,661,11,Boston Logan International Airport,50,El Paso,1232,3,6,11,3696,6066,5588
Domestic,3/30/23,74,235662,BOS,El Paso International Airport,4128,ELP,1189,463,8:25 AM,275,0,false,2064,2,3:00 PM,3/30/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,116,662,6,Boston Logan International Airport,36,El Paso,1434,2,14,17,2868,16646,7871
Domestic,3/30/23,78,236663,BOS,El Paso International Airport,4128,ELP,777,131,12:10 PM,275,0,false,2064,2,6:45 PM,3/30/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,122,663,14,Boston Logan International Airport,30,El Paso,2476,1,19,13,2476,14763,1703
Domestic,3/30/23,85,237664,ELP,Logan International Airport,4128,BOS,751,336,5:30 AM,275,0,true,2064,2,12:05 PM,3/30/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,151,664,14,El Paso International Airport,52,Boston,3478,0,3,18,0,2253,6048
Domestic,3/30/23,73,238665,ELP,Logan International Airport,4128,BOS,1167,143,8:25 AM,275,0,true,2064,2,3:00 PM,3/30/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,131,665,6,El Paso International Airport,52,Boston,2679,4,3,19,10716,3501,2717
Domestic,3/30/23,74,230666,ELP,Logan International Airport,4128,BOS,697,316,12:10 PM,275,0,true,2064,2,6:45 PM,3/30/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,105,666,12,El Paso International Airport,19,Boston,3490,0,27,20,0,18819,6320
Domestic,3/30/23,86,231667,LAS,El Paso International Airport,1164,ELP,741,332,5:30 AM,97,0,false,582,-1,6:07 AM,3/30/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,129,667,8,Harry Reid International Airport,35,El Paso,2323,0,15,6,0,11115,1992
Domestic,3/30/23,89,232668,LAS,El Paso International Airport,1164,ELP,1014,489,8:25 AM,97,0,false,582,-1,9:02 AM,3/30/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,140,668,9,Harry Reid International Airport,42,El Paso,2007,0,7,9,0,7098,4401
Domestic,3/30/23,88,233669,LAS,El Paso International Airport,1164,ELP,675,456,12:10 PM,97,0,false,582,-1,12:47 PM,3/30/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,129,669,7,Harry Reid International Airport,34,El Paso,1700,1,10,4,1700,6750,1824
Domestic,3/30/23,89,234670,ELP,Harry Reid International Airport,1164,LAS,1112,312,5:30 AM,97,0,true,582,1,8:07 AM,3/30/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,143,670,8,El Paso International Airport,46,Las Vegas,3450,1,7,15,3450,7784,4680
Domestic,3/30/23,96,235671,ELP,Harry Reid International Airport,1164,LAS,795,527,8:25 AM,97,0,true,582,1,11:02 AM,3/30/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,156,671,8,El Paso International Airport,52,Las Vegas,3137,0,3,1,0,2385,527
Domestic,3/30/23,56,236672,ELP,Harry Reid International Airport,1164,LAS,1020,175,12:10 PM,97,0,true,582,1,2:47 PM,3/30/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,116,672,12,El Paso International Airport,48,Las Vegas,2566,0,8,36,0,8160,6300
International,3/30/23,84,237673,LHR,El Paso International Airport,15444,ELP,3555,597,5:30 AM,645,13,false,5148,7,11:15 PM,3/30/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,128,673,8,Heathrow Airport,36,El Paso,4289,0,7,13,0,24976,7930
International,3/31/23,79,238674,LHR,El Paso International Airport,15444,ELP,5569,1075,8:25 AM,645,13,false,5148,7,2:10 AM,3/30/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,141,674,14,Heathrow Airport,48,El Paso,5646,0,0,7,0,0,7616
International,3/31/23,78,230675,LHR,El Paso International Airport,15444,ELP,4483,1081,12:10 PM,645,13,false,5148,7,5:55 AM,3/30/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,123,675,14,Heathrow Airport,31,El Paso,7491,0,10,7,0,44960,7658
International,3/30/23,99,231676,ELP,Heathrow Airport,15444,LHR,4680,601,5:30 AM,645,13,false,5148,-7,9:15 AM,3/30/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,147,676,11,El Paso International Airport,37,London,10402,0,7,0,0,32851,0
International,3/30/23,99,232677,ELP,Heathrow Airport,15444,LHR,5095,1279,8:25 AM,645,13,false,5148,-7,12:10 PM,3/30/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,168,677,13,El Paso International Airport,56,London,6105,0,0,1,0,0,1292
International,3/30/23,87,233678,ELP,Heathrow Airport,15444,LHR,4615,684,12:10 PM,645,13,false,5148,-7,3:55 PM,3/30/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,143,678,11,El Paso International Airport,45,London,9134,0,0,7,0,0,4879
International,3/30/23,98,234679,MEX,Abraham Gonzalez International Airport,2871,CJS,5641,1243,5:30 AM,142,3,false,957,1,8:52 AM,3/30/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,172,679,13,Aeropuerto Internacional Benito Juarez,61,Juarez,10655,0,3,6,0,16932,7476
International,3/30/23,59,235680,MEX,Abraham Gonzalez International Airport,2871,CJS,3993,1372,8:25 AM,142,3,false,957,1,11:47 AM,3/30/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,112,680,14,Aeropuerto Internacional Benito Juarez,39,Juarez,9497,0,1,28,0,3996,38500
International,3/30/23,89,236681,MEX,Abraham Gonzalez International Airport,2871,CJS,4070,1284,12:10 PM,142,3,false,957,1,3:32 PM,3/30/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,152,681,13,Aeropuerto Internacional Benito Juarez,50,Juarez,9859,0,0,10,0,0,12870
International,3/30/23,99,237682,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4241,1179,5:30 AM,142,3,false,957,-1,6:52 AM,3/30/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,166,682,9,Abraham Gonzalez International Airport,58,Ciudad de Mexico,10219,0,5,0,0,21220,0
International,3/30/23,90,238683,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3467,1258,8:25 AM,142,3,false,957,-1,9:47 AM,3/30/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,163,683,14,Abraham Gonzalez International Airport,59,Ciudad de Mexico,6460,0,0,11,0,0,13871
International,3/30/23,86,230684,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4525,1102,12:10 PM,142,3,false,957,-1,1:32 PM,3/30/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,137,684,9,Abraham Gonzalez International Airport,42,Ciudad de Mexico,8260,0,1,7,0,4528,7735
Domestic,3/30/23,79,231685,LAX,Orlando International Airport,3854,ORL,698,136,5:30 AM,281,0,true,1927,-3,7:11 AM,3/30/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,98,685,14,Los Angeles International Airport,5,Orlando,2568,0,35,11,0,24430,1496
Domestic,3/30/23,62,232686,LAX,Orlando International Airport,3854,ORL,1049,147,8:25 AM,281,0,true,1927,-3,10:06 AM,3/30/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,103,686,10,Los Angeles International Airport,31,Orlando,1440,2,21,37,2880,22029,5439
Domestic,3/30/23,91,233687,LAX,Orlando International Airport,3854,ORL,654,138,12:10 PM,281,0,true,1927,-3,1:51 PM,3/30/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,139,687,8,Los Angeles International Airport,40,Orlando,2683,0,8,1,0,5232,138
Domestic,3/30/23,91,234688,ORL,Los Angeles International Airport,3854,LAX,622,426,5:30 AM,281,0,true,1927,3,1:11 PM,3/30/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,155,688,4,Orlando International Airport,60,Los Angeles,2100,5,0,1,10500,0,426
Domestic,3/30/23,79,235689,ORL,Los Angeles International Airport,3854,LAX,630,134,8:25 AM,281,0,true,1927,3,4:06 PM,3/30/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,117,689,8,Orlando International Airport,30,Los Angeles,1291,0,25,7,0,15750,938
Domestic,3/30/23,84,236690,ORL,Los Angeles International Airport,3854,LAX,1136,499,12:10 PM,281,0,true,1927,3,7:51 PM,3/30/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,154,690,8,Orlando International Airport,62,Los Angeles,2824,0,1,19,0,1136,9481
Domestic,3/30/23,80,237691,LAX,Logan International Airport,4538,BOS,734,242,5:30 AM,326,0,true,2269,-3,7:56 AM,3/30/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,130,691,8,Los Angeles International Airport,42,Boston,2050,0,13,14,0,9542,3388
Domestic,3/30/23,80,238692,LAX,Logan International Airport,4538,BOS,612,339,8:25 AM,326,0,true,2269,-3,10:51 AM,3/30/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,114,692,4,Los Angeles International Airport,30,Boston,1673,4,10,15,6692,6120,5085
Domestic,3/30/23,72,230693,LAX,Logan International Airport,4538,BOS,1062,296,12:10 PM,326,0,true,2269,-3,2:36 PM,3/30/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,120,693,10,Los Angeles International Airport,38,Boston,1733,2,4,14,3466,4248,4144
Domestic,3/30/23,58,231694,BOS,Los Angeles International Airport,4538,LAX,775,456,5:30 AM,326,0,true,2269,3,1:56 PM,3/30/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,130,694,15,Boston Logan International Airport,57,Los Angeles,2884,0,7,35,0,5425,15960
Domestic,3/30/23,80,232695,BOS,Los Angeles International Airport,4538,LAX,1173,400,8:25 AM,326,0,true,2269,3,4:51 PM,3/30/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,133,695,12,Boston Logan International Airport,41,Los Angeles,1348,3,9,15,4044,10557,6000
Domestic,3/30/23,87,233696,BOS,Los Angeles International Airport,4538,LAX,855,257,12:10 PM,326,0,true,2269,3,8:36 PM,3/30/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,141,696,13,Boston Logan International Airport,41,Los Angeles,1606,0,19,2,0,16245,514
International,3/30/23,67,234697,CUN,El Paso International Airport,3687,ELP,3713,914,5:30 AM,190,4,false,1229,2,10:40 AM,3/30/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,144,697,15,Cancun International Airport,62,El Paso,5019,0,0,23,0,0,21114
International,3/30/23,73,235698,CUN,El Paso International Airport,3687,ELP,4153,877,8:25 AM,190,4,false,1229,2,1:35 PM,3/30/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,144,698,14,Cancun International Airport,57,El Paso,12080,0,4,18,0,16628,15858
International,3/30/23,78,236699,CUN,El Paso International Airport,3687,ELP,4871,1008,12:10 PM,190,4,false,1229,2,5:20 PM,3/30/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,126,699,9,Cancun International Airport,39,El Paso,10344,0,10,17,0,48750,17204
International,3/30/23,70,237700,ELP,Cancun International Airport,3687,CUN,3230,953,5:30 AM,190,4,true,1229,-2,6:40 AM,3/30/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,130,700,11,El Paso International Airport,49,Cancun,7625,0,8,27,0,25872,25839
International,3/30/23,78,238701,ELP,Cancun International Airport,3687,CUN,3071,986,8:25 AM,190,4,true,1229,-2,9:35 AM,3/30/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,150,701,14,El Paso International Airport,58,Cancun,10747,0,0,16,0,0,15840
International,3/30/23,68,230702,ELP,Cancun International Airport,3687,CUN,4601,1027,12:10 PM,190,4,true,1229,-2,1:20 PM,3/30/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,139,702,14,El Paso International Airport,57,Cancun,10061,0,1,19,0,4605,19589
International,3/30/23,79,231703,YYZ,El Paso International Airport,4347,ELP,4664,1017,5:30 AM,219,4,false,1449,2,11:09 AM,3/30/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,131,703,9,Toronto Pearson International Airport,43,El Paso,9958,0,0,17,0,0,17357
International,3/30/23,99,232704,YYZ,El Paso International Airport,4347,ELP,3924,1022,8:25 AM,219,4,false,1449,2,2:04 PM,3/30/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,165,704,9,Toronto Pearson International Airport,57,El Paso,7807,0,0,3,0,0,3078
International,3/30/23,66,233705,YYZ,El Paso International Airport,4347,ELP,5571,876,12:10 PM,219,4,false,1449,2,5:49 PM,3/30/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,136,705,9,Toronto Pearson International Airport,61,El Paso,3918,0,0,21,0,0,18480
International,3/30/23,88,234706,ELP,Toronto Pearson International Airport,4347,YYZ,4542,1143,5:30 AM,219,4,true,1449,-2,7:09 AM,3/30/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,145,706,11,El Paso International Airport,46,Toronto,6230,0,1,1,0,4546,1147
International,3/30/23,62,235707,ELP,Toronto Pearson International Airport,4347,YYZ,5402,796,8:25 AM,219,4,true,1449,-2,10:04 AM,3/30/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,138,707,14,El Paso International Airport,62,Toronto,8494,0,0,30,0,0,24000
International,3/30/23,83,236708,ELP,Toronto Pearson International Airport,4347,YYZ,5379,1152,12:10 PM,219,4,true,1449,-2,1:49 PM,3/30/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,145,708,15,El Paso International Airport,47,Toronto,5861,0,0,5,0,0,5780
International,3/31/23,83,237709,CDG,El Paso International Airport,13986,ELP,4073,1305,5:30 AM,639,12,false,4662,8,12:09 AM,3/30/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,140,709,15,Paris Charles de Gaulle Airport,42,El Paso,5204,0,14,14,0,57190,18438
International,3/31/23,83,238710,CDG,El Paso International Airport,13986,ELP,5054,846,8:25 AM,639,12,false,4662,8,3:04 AM,3/30/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,126,710,10,Paris Charles de Gaulle Airport,33,El Paso,7194,0,7,7,0,35462,6006
International,3/31/23,95,230711,CDG,El Paso International Airport,13986,ELP,5482,1326,12:10 PM,639,12,false,4662,8,6:49 AM,3/30/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,153,711,15,Paris Charles de Gaulle Airport,43,El Paso,8349,0,6,9,0,32964,12042
International,3/30/23,93,231712,ELP,Paris Charles de Gaulle Airport,13986,CDG,3302,832,5:30 AM,639,12,true,4662,-8,8:09 AM,3/30/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,153,712,10,El Paso International Airport,50,Paris,5668,0,0,11,0,0,9284
International,3/30/23,88,232713,ELP,Paris Charles de Gaulle Airport,13986,CDG,4978,1162,8:25 AM,639,12,true,4662,-8,11:04 AM,3/30/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,136,713,10,El Paso International Airport,38,Paris,6155,0,7,2,0,34930,2348
International,3/30/23,84,233714,ELP,Paris Charles de Gaulle Airport,13986,CDG,4665,1090,12:10 PM,639,12,true,4662,-8,2:49 PM,3/30/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,144,714,12,El Paso International Airport,48,Paris,10137,0,8,11,0,37416,12122
International,3/31/23,95,234715,HND,El Paso International Airport,15966,ELP,5376,730,5:30 AM,725,14,false,5322,16,9:35 AM,3/30/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,166,715,12,Tokyo Haneda Airport,59,El Paso,10674,0,0,7,0,0,5208
International,3/31/23,81,235716,HND,El Paso International Airport,15966,ELP,5499,854,8:25 AM,725,14,false,5322,16,12:30 PM,3/30/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,135,716,12,Tokyo Haneda Airport,42,El Paso,11351,1,0,18,11365,0,15624
International,3/31/23,73,236717,HND,El Paso International Airport,15966,ELP,4949,971,12:10 PM,725,14,false,5322,16,4:15 PM,3/30/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,121,717,9,Tokyo Haneda Airport,39,El Paso,11884,0,5,14,0,24815,13790
International,3/30/23,85,237718,ELP,Tokyo Haneda Airport,15966,HND,4484,1022,5:30 AM,725,14,true,5322,-16,1:35 AM,3/30/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,134,718,8,El Paso International Airport,41,Tokyo,11571,1,3,11,11585,13494,11396
International,3/30/23,85,238719,ELP,Tokyo Haneda Airport,15966,HND,4958,777,8:25 AM,725,14,true,5322,-16,4:30 AM,3/30/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,159,719,10,El Paso International Airport,64,Tokyo,11779,0,0,7,0,0,5537
International,3/30/23,82,230720,ELP,Tokyo Haneda Airport,15966,HND,5263,1022,12:10 PM,725,14,true,5322,-16,8:15 AM,3/30/23,Honshu,Japan,6.0,El Paso,true,Texas,United States,3.5,false,51367,153,720,10,El Paso International Airport,61,Tokyo,11816,0,2,8,0,10554,8288
Domestic,3/31/23,31,231721,DFW,El Paso International Airport,1102,ELP,864,223,5:30 AM,94,0,false,551,1,8:04 AM,3/31/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,94,721,13,Dallas/Ft. Worth International Airport,50,El Paso,1395,0,9,54,0,7776,12042
Domestic,3/31/23,79,232722,DFW,El Paso International Airport,1102,ELP,634,270,8:25 AM,94,0,false,551,1,10:59 AM,3/31/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,130,722,6,Dallas/Ft. Worth International Airport,45,El Paso,2679,5,12,18,13395,7608,4860
Domestic,3/31/23,65,233723,DFW,El Paso International Airport,1102,ELP,878,256,12:10 PM,94,0,false,551,1,2:44 PM,3/31/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,133,723,11,Dallas/Ft. Worth International Airport,57,El Paso,2208,4,5,35,8832,4390,8960
Domestic,3/31/23,82,234724,ELP,Dallas/Ft. Worth International Airport,1102,DFW,931,531,5:30 AM,94,0,true,551,-1,6:04 AM,3/31/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,138,724,15,El Paso International Airport,41,Dallas,2172,0,10,10,0,9310,5310
Domestic,3/31/23,80,235725,ELP,Dallas/Ft. Worth International Airport,1102,DFW,745,378,8:25 AM,94,0,true,551,-1,8:59 AM,3/31/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,115,725,14,El Paso International Airport,21,Dallas,2586,0,25,11,0,18625,4158
Domestic,3/31/23,77,236726,ELP,Dallas/Ft. Worth International Airport,1102,DFW,838,338,12:10 PM,94,0,true,551,-1,12:44 PM,3/31/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,128,726,9,El Paso International Airport,42,Dallas,2342,3,13,16,7026,10894,5408
Domestic,3/31/23,78,237727,LAX,El Paso International Airport,1428,ELP,896,248,5:30 AM,113,0,false,714,-1,6:23 AM,3/31/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,121,727,10,Los Angeles International Airport,33,El Paso,3301,0,15,10,0,13440,2480
Domestic,3/31/23,71,238728,LAX,El Paso International Airport,1428,ELP,640,440,8:25 AM,113,0,false,714,-1,9:18 AM,3/31/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,122,728,10,Los Angeles International Airport,41,El Paso,1588,0,20,17,0,12800,7480
Domestic,3/31/23,75,230729,LAX,El Paso International Airport,1428,ELP,962,459,12:10 PM,113,0,false,714,-1,1:03 PM,3/31/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,109,729,13,Los Angeles International Airport,21,El Paso,1812,1,20,10,1812,19240,4590
Domestic,3/31/23,81,231730,ELP,Los Angeles International Airport,1428,LAX,843,443,5:30 AM,113,0,true,714,1,8:23 AM,3/31/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,150,730,15,El Paso International Airport,54,Los Angeles,1626,0,5,13,0,4215,5759
Domestic,3/31/23,64,232731,ELP,Los Angeles International Airport,1428,LAX,1112,339,8:25 AM,113,0,true,714,1,11:18 AM,3/31/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,112,731,7,El Paso International Airport,41,Los Angeles,1457,1,6,21,1457,6672,7119
Domestic,3/31/23,86,233732,ELP,Los Angeles International Airport,1428,LAX,739,497,12:10 PM,113,0,true,714,1,3:03 PM,3/31/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,149,732,9,El Paso International Airport,54,Los Angeles,2106,0,8,14,0,5912,6958
Domestic,3/31/23,87,234733,ORD,El Paso International Airport,2470,ELP,806,437,5:30 AM,176,0,false,1235,1,9:26 AM,3/31/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,149,733,4,Chicago International Airport,58,El Paso,1644,4,5,5,6576,4030,2185
Domestic,3/31/23,98,235734,ORD,El Paso International Airport,2470,ELP,611,366,8:25 AM,176,0,false,1235,1,12:21 PM,3/31/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,157,734,8,Chicago International Airport,51,El Paso,2962,0,3,0,0,1833,0
Domestic,3/31/23,90,236735,ORD,El Paso International Airport,2470,ELP,1005,512,12:10 PM,176,0,false,1235,1,4:06 PM,3/31/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,139,735,10,Chicago International Airport,39,El Paso,3102,1,15,8,3102,15075,4096
Domestic,3/31/23,80,237736,ELP,Chicago International Airport,2470,ORD,1187,500,5:30 AM,176,0,true,1235,-1,7:26 AM,3/31/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,145,736,9,El Paso International Airport,56,Chicago,1525,1,3,13,1525,3561,6500
Domestic,3/31/23,68,238737,ELP,Chicago International Airport,2470,ORD,598,504,8:25 AM,176,0,true,1235,-1,10:21 AM,3/31/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,107,737,10,El Paso International Airport,29,Chicago,1565,0,17,27,0,10166,13608
